ic_id,primary_alias,aliases,decision,evidence_count,clean_candidate,admitted_clean,strict_lemma_seed,typed_sense_seed,resolver_id,longman,ogden,high_frequency,early_aoa,high_concreteness,frequency,age_of_acquisition,concreteness,sense_count,tag_counts,fired_rules,flags
ic:trademark,trademark,trademark,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.1726477344252513,10.37,3.13,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:trait,trait,trait,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.0400221691506606,10.65,2.72,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:transition,transition,transition,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.495954124800385,10.39,2.19,7,"{""lexical-word"": 6, ""technical-term"": 1}",r_admit_lexical,
ic:treetop,treetop,treetop,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.437962177822698,5.65,4.74,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:triangle,triangle,triangle,admit,3,false,false,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.6322782569845784,4.9,4.52,5,"{""lexical-word"": 4, ""proper-name"": 1}",r_admit_lexical,artifact_reading_present
ic:triceratops,triceratops,triceratops,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,1.7689553968641223,5.33,4.11,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:tricycle,tricycle,tricycle,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.7389921734866793,4.05,4.68,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:trophy,trophy,trophy,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.878421446816215,5.55,4.89,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:trowel,trowel,trowel,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.4679254012001413,12.18,4.16,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:trumpet,trumpet,trumpet,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.6161165974421525,6.28,4.86,4,"{""lexical-word"": 3, ""technical-term"": 1}",r_admit_lexical,
ic:tummy,tummy,tummy,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.542254144453354,3.72,4.68,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:tuna,tuna,tuna,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.9035574501518018,5.73,4.89,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:turtle,turtle,turtle,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.231353394763079,4.17,5.0,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:tusk,tusk,tusk,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.437962177822698,7.67,4.76,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:tutor,tutor,tutor,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.6647461451145666,8.65,4.28,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:twang,twang,twang,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.2460766515837847,11.89,2.96,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:tweed,tweed,tweed,admit,3,false,true,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.084225831642714,12.11,4.81,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:twelfth,twelfth,twelfth,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.9639320000801774,7.106248000000001,3.07,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:twilight,twilight,twilight,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.4877337945536935,10.0,4.11,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:umpire,umpire,umpire,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.0321968316387036,7.56,4.27,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:unbuttoned,unbuttoned,unbuttoned,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.5705877430972888,5.17,4.32,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:underpants,underpants,underpants,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.470811089437629,3.35,4.89,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:undershirt,undershirt,undershirt,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.4959541248003845,5.56,5.0,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unicycle,unicycle,unicycle,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.3710153881920846,7.26,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unknown,unknown,unknown,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,4.18113584465077,8.11,1.47,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:uterus,uterus,uterus,admit,3,false,true,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.260317090698395,12.84,4.71,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:varnish,varnish,varnish,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.634256822966666,10.26,4.12,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:veil,veil,veil,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.4736777300892325,9.69,4.45,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:veneer,veneer,veneer,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.9545919738260342,11.59,4.04,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:vest,vest,vest,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.74667900215297,5.83,4.52,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:vicuna,vicuna,vicuna,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,20.0,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_concreteness
ic:videotape,videotape,videotape,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.715080016081268,9.37,4.92,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:visa,visa,visa,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.6282938759929895,12.17,4.38,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:vomit,vomit,vomit,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.727996789185216,5.68,4.75,4,"{""lexical-word"": 3, ""technical-term"": 1}",r_admit_lexical,
ic:waitress,waitress,waitress,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.061949436931561,7.22,4.56,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:wallet,wallet,wallet,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.35778712245833,5.89,4.81,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:wallpaper,wallpaper,wallpaper,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.527362589052009,6.55,4.62,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:walrus,walrus,walrus,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.0552621357073972,5.06,5.0,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:waltz,waltz,waltz,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.738992173486679,10.37,4.52,4,"{""lexical-word"": 3, ""technical-term"": 1}",r_admit_lexical,
ic:warehouse,warehouse,warehouse,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.999404318242396,8.58,4.69,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:washcloth,washcloth,washcloth,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.592864137808441,4.17,4.93,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:washed,washed,washed,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.148563032527343,,4.0,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:washroom,washroom,washroom,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2313533947630786,6.0,4.76,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:wastebasket,wastebasket,wastebasket,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.8103480820223474,5.68,4.63,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:waterfall,waterfall,waterfall,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.2741053751840283,5.47,4.9,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:watermelon,watermelon,watermelon,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.34491258562788,4.22,4.89,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:wattle,wattle,wattle,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.973075379520047,11.36,,5,"{""lexical-word"": 5}",r_admit_lexical,missing_concreteness
ic:weeds,weeds,weeds,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.3781939728192083,5.85,4.83,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:whale,whale,whale,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.05150198683409,5.47,4.96,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:wharf,wharf,wharf,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.1113780776863287,10.88,4.6,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:wheelbarrow,wheelbarrow,wheelbarrow,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.7969841204643657,6.78,4.79,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:whisker,whisker,whisker,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.437962177822698,5.05,4.7,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:whiskers,whiskers,whiskers,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.333226827302685,5.11,4.89,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:winch,winch,winch,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.136932182158717,12.22,4.4,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:windmill,windmill,windmill,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.1113780776863287,5.32,4.89,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:windowsill,windowsill,windowsill,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.8233130591867153,5.17,4.7,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:wipe,wipe,wipe,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.227341407969172,4.83,4.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:witch,witch,witch,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.441361155898807,4.78,4.17,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:witness,witness,witness,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.710466829498525,8.74,4.07,7,"{""lexical-word"": 5, ""technical-term"": 2}",r_admit_lexical,
ic:woods,woods,woods,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,4.462975293172842,4.930784,4.87,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:words,words,words,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,true,false,false,5.085903726126093,,,5,"{""lexical-word"": 4, ""technical-term"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:working,working,working;workings,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,true,false,false,5.398229045274887,8.2,3.48,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:wrestle,wrestle,wrestle,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.5398074085062667,5.0,4.33,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:written,written,written,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,4.643630449041483,,4.04,3,"{""lexical-word"": 3}",r_admit_lexical,missing_aoa
ic:yacht,yacht,yacht,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.9150834325423602,10.06,4.97,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:yarn,yarn,yarn,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,3.2056479945281766,6.61,4.93,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:yawn,yawn,yawn,admit,3,false,false,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.007837485779259,5.3,4.46,3,"{""chemical"": 1, ""lexical-word"": 2}",r_admit_lexical,artifact_reading_present
ic:yeast,yeast,yeast,admit,3,false,true,true,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,true,2.9450466559198034,9.53,4.72,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:yoghourt,yogurt,yoghourt;yoghurt;yogurt,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.3600200038906216,3.72,4.9,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:yolk,yolk,yolk,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,2.634256822966666,5.89,4.78,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:zebra,zebra,zebra,admit,3,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,true,true,3.4024238524437087,4.79,4.86,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:zigzag,zigzag,zigzag,admit,3,false,true,true,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.672045383856066,6.06,3.52,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:current,current,current,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.231353394763079,8.94,3.16,4,"{""chemical"": 2, ""lexical-word"": 2}",r_admit_lexical,artifact_reading_present
ic:history,history,history,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.923379369978769,6.42,2.96,5,"{""chemical"": 1, ""lexical-word"": 4}",r_admit_lexical,artifact_reading_present
ic:limit,limit,limit,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.114655787447564,6.3,2.28,9,"{""chemical"": 1, ""lexical-word"": 7, ""technical-term"": 1}",r_admit_lexical,artifact_reading_present
ic:measure,measure,measure,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.022616417810849,7.53,3.59,13,"{""chemical"": 1, ""lexical-word"": 10, ""technical-term"": 2}",r_admit_lexical,artifact_reading_present
ic:opinion,opinion,opinion,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.622856313186288,8.42,1.93,6,"{""chemical"": 3, ""lexical-word"": 3}",r_admit_lexical,artifact_reading_present
ic:organisation,organisation,organisation;organization,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.117260259912283,9.16,3.0,14,"{""chemical"": 5, ""lexical-word"": 9}",r_admit_lexical,artifact_reading_present
ic:rate,rate,rate,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.396321253456855,8.84,2.5,7,"{""chemical"": 3, ""lexical-word"": 4}",r_admit_lexical,artifact_reading_present
ic:reaction,reaction,reaction,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.211435165928571,8.3,2.41,7,"{""chemical"": 2, ""lexical-word"": 3, ""technical-term"": 2}",r_admit_lexical,artifact_reading_present
ic:stiff,stiff,stiff,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.011165429128186,8.16,3.62,11,"{""chemical"": 1, ""lexical-word"": 9, ""technical-term"": 1}",r_admit_lexical,artifact_reading_present
ic:wise,wise,wise,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.454099756442481,6.79,1.97,7,"{""lexical-word"": 5, ""proper-name"": 2}",r_admit_lexical,artifact_reading_present
ic:union,Union,Union;union,admit,2,false,false,true,false,legacy_typed_sense_seed_pre_p2,true,false,false,false,false,4.337938929390498,9.39,3.38,13,"{""lexical-word"": 12, ""proper-name"": 1}",r_admit_lexical,artifact_reading_present
ic:actually,actually,actually,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,false,true,false,false,5.507735955348492,7.330045,1.37,4,"{""chemical"": 1, ""lexical-word"": 3}",r_admit_lexical,artifact_reading_present
ic:arrangement,arrangement,arrangement,admit,2,false,false,true,false,legacy_typed_sense_seed_pre_p2,true,false,false,false,false,3.975781272895972,9.89,2.3,6,"{""chemical"": 1, ""lexical-word"": 3, ""technical-term"": 2}",r_admit_lexical,artifact_reading_present
ic:basic,basic,basic,admit,2,false,false,true,false,legacy_typed_sense_seed_pre_p2,true,false,false,false,false,4.19220127080093,9.14,2.26,6,"{""abbreviation"": 1, ""lexical-word"": 5}",r_admit_lexical,artifact_reading_present
ic:bend,bend,bend,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,false,false,true,false,4.1777604819458904,5.56,3.88,12,"{""lexical-word"": 11, ""proper-name"": 1}",r_admit_lexical,artifact_reading_present
ic:billion,billion,billion;jillion;million;zillion,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,false,true,false,false,5.080426698064819,6.47,3.79,11,"{""chemical"": 1, ""lexical-word"": 10}",r_admit_lexical,artifact_reading_present
ic:blame,blame,blame;blamed,admit,2,false,false,true,false,legacy_typed_sense_seed_pre_p2,true,false,false,false,false,4.768810607903987,6.48,2.06,7,"{""chemical"": 1, ""lexical-word"": 6}",r_admit_lexical,artifact_reading_present
ic:boring,boring,boring,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,false,false,true,false,4.437651856636288,5.26,2.07,3,"{""chemical"": 1, ""lexical-word"": 2}",r_admit_lexical,artifact_reading_present
ic:case,case,case,admit,2,false,false,false,false,legacy_typed_sense_seed_pre_p2,true,false,true,false,false,5.450317254843707,6.74,3.93,22,"{""chemical"": 1, ""lexical-word"": 20, ""technical-term"": 1}",r_admit_lexical,artifact_reading_present
ic:center,center,center;centre,admit,2,false,false,true,false,legacy_typed_sense_seed_pre_p2,true,false,false,false,false,4.660306980584822,6.57,3.85,47,"{""chemical"": 2, ""lexical-word"": 44, ""proper-name"": 1}",r_admit_lexical,artifact_reading_present
