sense_key,lemma_or_redacted,pos,gloss_or_elided,gold_lexicality,stratum,notes
oewn-gustav_theodor_fechner__1.18.00..,Gustav Theodor Fechner,n,German physicist who founded psychophysics; derived Fechner's law on the basis of early work by E. H. Weber (1801-1887),phrase,technical,compositional multiword lemma
oewn-oligopoly__1.26.00..,oligopoly,n,(economics) a market in which control over the supply of a commodity is in the hands of a small number of producers and each one can influence prices and affect competitors,technical-term,technical,gloss: technical-domain cue
oewn-cloning__1.04.00..,cloning,n,a general term for the research activity that creates a copy of some biological entity (a gene or organism or cell),technical-term,technical,gloss: technical-domain cue
oewn-van_beethoven__1.18.00..,van Beethoven,n,German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827),phrase,technical,compositional multiword lemma
oewn-realize__2.36.07..,realize,v,expand or complete (a part in a piece of baroque music) by supplying the harmonies indicated in the figured bass,technical-term,technical,gloss: technical-domain cue
oewn-take_apart__2.31.00..,take apart,v,"make a mathematical, chemical, or grammatical analysis of; break down into components or essential features",phrase,technical,compositional multiword lemma
oewn-subrogation__1.04.00..,subrogation,n,(law) the act of substituting of one creditor for another,technical-term,technical,gloss: technical-domain cue
oewn-counterirritant__1.06.00..,counterirritant,n,a medicine applied locally to produce superficial inflammation in order to reduce deeper inflammation,technical-term,technical,gloss: technical-domain cue
oewn-anarchy__1.26.00..,anarchy,n,a state of lawlessness and disorder (usually resulting from a failure of government),technical-term,technical,gloss: technical-domain cue
oewn-combination_in_restraint_of_trade__1.14.00..,combination in restraint of trade,n,(law) any monopoly or contract or combination or conspiracy intended to restrain commerce (which are illegal according to antitrust laws of the United States),phrase,technical,compositional multiword lemma
oewn-cardinal_number__1.23.00..,cardinal number,n,the number of elements in a mathematical set; denotes a quantity but not the order,phrase,technical,compositional multiword lemma
oewn-statutory_law__1.14.00..,statutory law,n,the body of laws created by legislative statutes,phrase,technical,compositional multiword lemma
oewn-tango__1.10.00..,tango,n,music written in duple time for dancing the tango,technical-term,technical,gloss: technical-domain cue
oewn-stratigraphy__1.09.00..,stratigraphy,n,the branch of geology that studies the arrangement and succession of strata,technical-term,technical,gloss: technical-domain cue
oewn-overture__1.10.01..,overture,n,orchestral music played at the beginning of an opera or oratorio,technical-term,technical,gloss: technical-domain cue
oewn-polyphonic_music__1.10.00..,polyphonic music,n,music arranged in parts for several voices or instruments,phrase,technical,compositional multiword lemma
oewn-trial_attorney__1.18.00..,trial attorney,n,a lawyer who specializes in defending clients before a court of law,phrase,technical,compositional multiword lemma
oewn-linear_operator__1.24.00..,linear operator,n,an operator that obeys the distributive law: A(f+g) = Af + Ag (where f and g are functions),phrase,technical,compositional multiword lemma
oewn-hacker__1.18.01..,hacker,n,a programmer for whom computing is its own reward; may enjoy the challenge of breaking into other computers but does no harm,technical-term,technical,gloss: technical-domain cue
oewn-operand__1.09.00..,operand,n,a quantity upon which a mathematical operation is performed,technical-term,technical,gloss: technical-domain cue
oewn-clause__1.10.00..,clause,n,(grammar) an expression including a subject and predicate functioning as a part of a complex sentence,technical-term,technical,gloss: technical-domain cue
oewn-mean_time__1.28.00..,mean time,n,(astronomy) time based on the motion of the mean sun (an imaginary sun moving uniformly along the celestial equator),phrase,technical,compositional multiword lemma
oewn-contempt_of_court__1.04.00..,contempt of court,n,disrespect for the rules of a court of law,phrase,technical,compositional multiword lemma
oewn-arrangement__1.10.00..,arrangement,n,a piece of music that has been adapted for performance by a particular set of voices or instruments,technical-term,technical,gloss: technical-domain cue
oewn-city_of_brotherly_love__1.15.00..,City of Brotherly Love,n,the largest city in Pennsylvania; located in the southeastern part of the state on the Delaware river; site of Independence Hall where the Declaration of Independence and the Constitution were signed; site of the University of Pennsylvania,phrase,technical,compositional multiword lemma
oewn-public_presentation__1.10.00..,public presentation,n,a dramatic or musical entertainment,phrase,technical,compositional multiword lemma
oewn-spell__1.26.00..,spell,n,a psychological state induced by (or as if induced by) a magical incantation,technical-term,technical,gloss: technical-domain cue
oewn-karl_gustav_jacob_jacobi__1.18.00..,Karl Gustav Jacob Jacobi,n,German mathematician (1804-1851),phrase,technical,compositional multiword lemma
oewn-counterpoint__1.10.00..,counterpoint,n,a musical form involving the simultaneous sound of two or more melodies,technical-term,technical,gloss: technical-domain cue
oewn-groundmass__1.27.00..,groundmass,n,(geology) the matrix of fine-grained crystalline material in which larger crystals are embedded,technical-term,technical,gloss: technical-domain cue
oewn-musician__1.18.01..,musician,n,someone who plays a music as a profession,technical-term,technical,gloss: technical-domain cue
oewn-conservatism__1.09.00..,conservatism,n,a political or theological orientation advocating the preservation of the best in society and opposing radical changes,technical-term,technical,gloss: technical-domain cue
oewn-tremolo__1.26.00..,tremolo,n,(music) a tremulous effect produced by rapid repetition of a single tone or rapid alternation of two tones,technical-term,technical,gloss: technical-domain cue
oewn-string_theory__1.09.00..,string theory,n,(particle physics) a theory that postulates that subatomic particles are one-dimensional strings,phrase,technical,compositional multiword lemma
oewn-trigonometrician__1.18.00..,trigonometrician,n,a mathematician specializing in trigonometry,technical-term,technical,gloss: technical-domain cue
oewn-beating-reed_instrument__1.06.00..,beating-reed instrument,n,a musical instrument that sounds by means of a vibrating reed,phrase,technical,compositional multiword lemma
oewn-accretion__1.22.03..,accretion,n,(astronomy) the formation of a celestial object by the effect of gravity pulling together surrounding objects and gases,technical-term,technical,gloss: technical-domain cue
oewn-biogenic__3.01.00..,biogenic,a,produced by living organisms or biological processes,technical-term,technical,gloss: technical-domain cue
oewn-nucleus__1.08.01..,nucleus,n,any histologically identifiable mass of neural cell bodies in the brain or spinal cord,technical-term,technical,gloss: technical-domain cue
oewn-suit_of_armor__1.06.00..,suit of armor,n,armor that protects the wearer's whole body,phrase,phrase_or_idiom,compositional multiword lemma
oewn-red_bay__1.20.00..,red bay,n,small tree of southern United States having dark red heartwood,phrase,phrase_or_idiom,compositional multiword lemma
oewn-herman_wouk__1.18.00..,Herman Wouk,n,United States writer (born in 1915),phrase,phrase_or_idiom,compositional multiword lemma
oewn-lone-star_state__1.15.00..,Lone-Star State,n,the second largest state; located in southwestern United States on the Gulf of Mexico,phrase,phrase_or_idiom,compositional multiword lemma
oewn-knee_brace__1.06.00..,knee brace,n,a brace worn to strengthen the knee,phrase,phrase_or_idiom,compositional multiword lemma
oewn-calcium_sulfate__1.27.00..,calcium sulfate,n,a white salt (CaSO4),phrase,phrase_or_idiom,compositional multiword lemma
oewn-endangered_species__1.14.00..,endangered species,n,a species whose numbers are so small that the species is at risk of extinction,phrase,phrase_or_idiom,compositional multiword lemma
oewn-air_flow__1.11.00..,air flow,n,the flow of air,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_pereskia__1.20.00..,genus Pereskia,n,genus of tropical American shrubby trees and woody climbers having slender branches with broad flat leaves and large panicles of flowers,phrase,phrase_or_idiom,compositional multiword lemma
oewn-four-year-old__5.00.00.young.00,four-year-old,a,four years of age,phrase,phrase_or_idiom,compositional multiword lemma
oewn-three-bagger__1.04.00..,three-bagger,n,a base hit at which the batter stops safely at third base,phrase,phrase_or_idiom,compositional multiword lemma
oewn-youth_movement__1.04.00..,youth movement,n,political or religious or social reform movement or agitation consisting chiefly of young people,phrase,phrase_or_idiom,compositional multiword lemma
oewn-facial_profiling__1.10.00..,facial profiling,n,identification of criminals and terrorist by means of videotapes of their faces,phrase,phrase_or_idiom,compositional multiword lemma
oewn-anterior_facial_vein__1.08.00..,anterior facial vein,n,a continuation of the angular vein; unites with the retromandibular vein before emptying into the internal jugular vein,phrase,phrase_or_idiom,compositional multiword lemma
oewn-certified_public_accountant__1.18.00..,certified public accountant,n,an accountant who has passed certain examinations and met all other statutory and licensing requirements of a United States state to be certified by that state,phrase,phrase_or_idiom,compositional multiword lemma
oewn-blonde_lilian__1.20.00..,blonde lilian,n,North American dogtooth having solitary white flowers with yellow centers and blue or pink exteriors,phrase,phrase_or_idiom,compositional multiword lemma
oewn-self-incrimination__1.10.00..,self-incrimination,n,an accusation that incriminates yourself,phrase,phrase_or_idiom,compositional multiword lemma
oewn-panic_disorder__1.26.00..,panic disorder,n,an anxiety disorder characterized by unpredictable panic attacks; the attacks are usually severe but brief,phrase,phrase_or_idiom,compositional multiword lemma
oewn-transmitting_aerial__1.06.00..,transmitting aerial,n,an electrical device that sends or receives radio or television signals,phrase,phrase_or_idiom,compositional multiword lemma
oewn-rescue_operation__1.04.00..,rescue operation,n,an operation organized to free from danger or confinement,phrase,phrase_or_idiom,compositional multiword lemma
oewn-marine_corps__1.14.00..,Marine Corps,n,an amphibious division of the United States Navy,phrase,phrase_or_idiom,compositional multiword lemma
oewn-basse-normandie__1.15.00..,Basse-Normandie,n,a division of Normandy,phrase,phrase_or_idiom,compositional multiword lemma
oewn-ganglion_cell__1.08.00..,ganglion cell,n,a nerve cell whose body is outside the central nervous system,phrase,phrase_or_idiom,compositional multiword lemma
