node_id,lemma,pos,surface_word,gloss,component,is_seed,seed_method,candidate_seed_id,layer,degree_score,outdegree,indegree,frequency,age_of_acquisition,concreteness,source_label
direct::v,direct,v,direct,command with authority,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,40,38,2,4.380678704871464,9.68,2.15,direct [v] :: command with authority
effect::v,effect,v,effect,produce,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,26,25,1,4.378193972819208,9.26,1.8,effect [v] :: produce
trap::n,trap,n,trap,a device in which something (usually an animal) can be caught and penned,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,22,19,3,4.377124720374525,6.44,4.3,trap [n] :: a device in which something (usually an animal) can be caught and penned
wide::a,wide,a,wide,having great (or a certain) extent from one side to the other,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,18,14,4,4.376410420078791,5.84,3.06,wide [a] :: having great (or a certain) extent from one side to the other
wide::r,wide,r,wide,with or by a broad space,core,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,1,1,0,4.376410420078791,5.84,3.06,wide [r] :: with or by a broad space
carefully::r,carefully,r,carefully,taking care or paying attention,core,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,53,53,0,4.372099769484304,,2.15,carefully [r] :: taking care or paying attention
hitting::n,hitting,n,hitting,the act of contacting one thing with another,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,47,45,2,4.3713771495473654,,,hitting [n] :: the act of contacting one thing with another
staring::a,staring,a,staring,(used of eyes) open and fixed as if in fear or wonder,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,7,4,3,4.3699282925508705,,3.8,staring [a] :: (used of eyes) open and fixed as if in fear or wonder
intend::v,intend,v,intend,have in mind as a purpose,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,11,9,2,4.365185844531361,8.94,1.71,intend [v] :: have in mind as a purpose
cast::n,cast,n,cast,the actors in a play,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,32,31,1,4.364084039757975,7.24,3.92,cast [n] :: the actors in a play
federal::n,federal,n,federal,a member of the Union Army during the American Civil War,core,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,89,89,0,4.361502239056056,13.5,2.41,federal [n] :: a member of the Union Army during the American Civil War
range::v,range,v,range,change or be different within limits,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,10,7,3,4.357040270198771,7.11,3.22,range [v] :: change or be different within limits
beating::n,beating,n,beating,the act of overcoming or outdoing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,20,19,1,4.3566663618830335,,3.76,beating [n] :: the act of overcoming or outdoing
rope::n,rope,n,rope,a strong line,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,121,119,2,4.3559175781080555,5.44,4.93,rope [n] :: a strong line
rope::v,rope,v,rope,catch with a lasso,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,10,8,2,4.3559175781080555,5.44,4.93,rope [v] :: catch with a lasso
steady::n,steady,n,steady,a person loved by another person,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,28,27,1,4.3559175781080555,6.7,2.25,steady [n] :: a person loved by another person
foreign::a,foreign,a,foreign,of concern to or concerning the affairs of other nations (other than...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,101,100,1,4.3479764042035125,8.74,2.5,foreign [a] :: of concern to or concerning the affairs of other nations (other than...
committee::n,committee,n,committee,a special group delegated to consider some matter,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,37,33,4,4.342600453377502,9.83,4.14,committee [n] :: a special group delegated to consider some matter
plain::a,plain,a,plain,clearly revealed to the mind or the senses or judgment,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,5,3,2,4.33871933298217,7.37,2.26,plain [a] :: clearly revealed to the mind or the senses or judgment
union::n,union,n,union,the United States (especially the northern states during the American...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,134,133,1,4.337938929390498,9.39,3.38,union [n] :: the United States (especially the northern states during the American...
seats::n,seats,n,seats,an area that includes places where several people can sit,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,60,56,4,4.337548201085328,,,seats [n] :: an area that includes places where several people can sit
cliff::n,cliff,n,cliff,a steep high face of rock,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,23,19,4,4.333621461116212,7.27676,4.71,cliff [n] :: a steep high face of rock
pleasant::a,pleasant,a,pleasant,affording pleasure; being in harmony with your taste or likings,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,35,33,2,4.322433864110411,7.67,1.55,pleasant [a] :: affording pleasure; being in harmony with your taste or likings
approach::v,approach,v,approach,move towards,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,3,2,1,4.321623612976316,8.5,2.74,approach [v] :: move towards
district::n,district,n,district,a region marked off for administrative or other purposes,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,65,62,3,4.320811847353238,9.79,3.29,district [n] :: a region marked off for administrative or other purposes
x::a,x,a,x,being one more than nine,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,10,9,1,4.31384988196218,,,x [a] :: being one more than nine
thrown::a,thrown,a,thrown,caused to fall to the ground,core,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,74,74,0,4.312195424792168,,4.33,thrown [a] :: caused to fall to the ground
failure::n,failure,n,failure,an act that fails,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,131,130,1,4.3012850379431535,8.0,2.08,failure [n] :: an act that fails
assure::v,assure,v,assure,make certain of,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,5,3,2,4.3012850379431535,12.06,2.43,assure [v] :: make certain of
launch::v,launch,v,launch,set up or found,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,5,3,2,4.300008326150886,7.92,3.7,launch [v] :: set up or found
delivery::n,delivery,n,delivery,the act of delivering or distributing something (as goods or mail),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,89,87,2,4.2995819201452,7.68,3.69,delivery [n] :: the act of delivering or distributing something (as goods or mail)
purse::n,purse,n,purse,a container used for carrying money and small personal items or acces...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,10,6,4,4.29572530838137,5.53,4.9,purse [n] :: a container used for carrying money and small personal items or acces...
confidence::n,confidence,n,confidence,freedom from doubt; belief in yourself and your abilities,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,57,54,3,4.289220526541773,9.28,2.17,confidence [n] :: freedom from doubt; belief in yourself and your abilities
troops::n,troops,n,troops,soldiers collectively,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,147,146,1,4.284829240575801,7.841581000000001,4.21,troops [n] :: soldiers collectively
pushing::n,pushing,n,pushing,the act of applying force in order to move something away,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,14,11,3,4.282616833947598,,3.73,pushing [n] :: the act of applying force in order to move something away
treasure::n,treasure,n,treasure,accumulated wealth in the form of money or jewels etc.,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,17,13,4,4.279946982412811,6.06,4.32,treasure [n] :: accumulated wealth in the form of money or jewels etc.
rome::n,rome,n,rome,capital and largest city of Italy; on the Tiber; seat of the Roman Ca...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,94,89,5,4.278157919195225,,,rome [n] :: capital and largest city of Italy; on the Tiber; seat of the Roman Ca...
virgin::n,virgin,n,virgin,(astrology) a person who is born while the sun is in Virgo,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,12,7,5,4.275009214182273,10.63,3.31,virgin [n] :: (astrology) a person who is born while the sun is in Virgo
potential::n,potential,n,potential,the inherent capacity for coming into being,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,61,58,3,4.274557529813006,9.61,1.91,potential [n] :: the inherent capacity for coming into being
potential::a,potential,a,potential,existing in possibility,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,6,4,2,4.274557529813006,9.61,1.91,potential [a] :: existing in possibility
fashion::n,fashion,n,fashion,how something is done or how it happens,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,31,30,1,4.273199651223004,8.2,3.43,fashion [n] :: how something is done or how it happens
loaded::a,loaded,a,loaded,filled with a great quantity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,36,33,3,4.269100354571752,,3.14,loaded [a] :: filled with a great quantity
bound::a,bound,a,bound,confined by bonds,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,31,30,1,4.265423765571716,9.0,3.43,bound [a] :: confined by bonds
smooth::n,smooth,n,smooth,the act of smoothing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,230,229,1,4.26171578589096,5.61,3.81,smooth [n] :: the act of smoothing
former::n,former,n,former,the first of two or the first mentioned of two,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,315,314,1,4.26171578589096,8.44903,2.18,former [n] :: the first of two or the first mentioned of two
jersey::n,jersey,n,jersey,a Mid-Atlantic state on the Atlantic; one of the original 13 colonies,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,8,7,1,4.257506113364567,8.960566000000002,4.56,jersey [n] :: a Mid-Atlantic state on the Atlantic; one of the original 13 colonies
previously::r,previously,r,previously,at an earlier time or formerly,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,64,62,2,4.257506113364567,,1.64,previously [r] :: at an earlier time or formerly
express::v,express,v,express,give expression to,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,86,84,2,4.253255236210908,8.8,2.21,express [v] :: give expression to
lack::v,lack,v,lack,be without,core,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,5,5,0,4.248962339821273,8.28,2.04,lack [v] :: be without
exercise::v,exercise,v,exercise,put to use,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,10,9,1,4.248482721349664,6.17,3.87,exercise [v] :: put to use
packed::a,packed,a,packed,extremely crowed or filled to capacity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,44,41,3,4.248482721349664,,,packed [a] :: extremely crowed or filled to capacity
term::n,term,n,term,a word or expression used for some particular thing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,310,307,3,4.241711846181335,8.28,2.82,term [n] :: a word or expression used for some particular thing
incident::n,incident,n,incident,a single distinct event,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,28,25,3,4.238286407157533,10.1,2.86,incident [n] :: a single distinct event
fuel::n,fuel,n,fuel,a substance that can be consumed to produce energy,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,93,89,4,4.234833735510501,7.17,4.3,fuel [n] :: a substance that can be consumed to produce energy
current::a,current,a,current,occurring in or belonging to the present time,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,16,14,2,4.231353394763079,8.94,3.16,current [a] :: occurring in or belonging to the present time
council::n,council,n,council,a body serving in an administrative capacity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,51,47,4,4.2283478846233535,10.63,2.73,council [n] :: a body serving in an administrative capacity
humans::n,humans,n,humans,all of the living human inhabitants of the earth,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,232,229,3,4.211957468435184,,,humans [n] :: all of the living human inhabitants of the earth
response::n,response,n,response,a result,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,113,112,1,4.20670595968451,7.22,3.0,response [n] :: a result
actress::n,actress,n,actress,a female actor,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,117,115,2,4.204587445815783,6.17,4.54,actress [n] :: a female actor
christian::a,christian,a,christian,relating to or characteristic of Christianity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,11,9,2,4.201390171385635,,,christian [a] :: relating to or characteristic of Christianity
valuable::n,valuable,n,valuable,something of value,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,146,145,1,4.192747209882129,8.56,2.22,valuable [n] :: something of value
basic::a,basic,a,basic,pertaining to or constituting a base or basis,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,7,5,2,4.19220127080093,9.14,2.26,basic [a] :: pertaining to or constituting a base or basis
arrange::v,arrange,v,arrange,put into a proper or systematic order,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,67,64,3,4.190559323733954,8.28,2.79,arrange [v] :: put into a proper or systematic order
satisfied::a,satisfied,a,satisfied,filled with satisfaction,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,16,14,2,4.190559323733954,9.68,2.07,satisfied [a] :: filled with satisfaction
opposite::a,opposite,a,opposite,being directly across from each other; facing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,1,30,27,3,4.181695863402648,5.06,1.79,opposite [a] :: being directly across from each other; facing
